cluster_representative	cluster_component
68339-NTRK1_HUMAN@pmd	56274-NTRK3_HUMAN@pmd
68339-NTRK1_HUMAN@pmd	56306-NTRK3_HUMAN@pmd
68563-KCRM_HUMAN@pmd	68563-KCRM_HUMAN@pmd
68563-KCRM_HUMAN@pmd	68564-KCRM_HUMAN@pmd
68563-KCRM_HUMAN@pmd	68565-KCRM_HUMAN@pmd
68563-KCRM_HUMAN@pmd	68566-KCRM_HUMAN@pmd
68563-KCRM_HUMAN@pmd	68567-KCRM_HUMAN@pmd
68563-KCRM_HUMAN@pmd	37630-KCRB_HUMAN@pmd
68563-KCRM_HUMAN@pmd	68568-KCRM_HUMAN@pmd
68563-KCRM_HUMAN@pmd	37631-KCRB_HUMAN@pmd
68563-KCRM_HUMAN@pmd	68569-KCRM_HUMAN@pmd
68563-KCRM_HUMAN@pmd	37632-KCRB_HUMAN@pmd
68563-KCRM_HUMAN@pmd	68570-KCRM_HUMAN@pmd
68563-KCRM_HUMAN@pmd	37633-KCRB_HUMAN@pmd
68563-KCRM_HUMAN@pmd	37634-KCRB_HUMAN@pmd
68563-KCRM_HUMAN@pmd	37635-KCRB_HUMAN@pmd
68563-KCRM_HUMAN@pmd	37636-KCRB_HUMAN@pmd
68563-KCRM_HUMAN@pmd	68562-KCRM_HUMAN@pmd
68602-TNR6_HUMAN@pmd	68602-TNR6_HUMAN@pmd
68778-OAT_HUMAN@pmd	68778-OAT_HUMAN@pmd
68778-OAT_HUMAN@pmd	68779-OAT_HUMAN@pmd
68778-OAT_HUMAN@pmd	68780-OAT_HUMAN@pmd
68778-OAT_HUMAN@pmd	68781-OAT_HUMAN@pmd
68778-OAT_HUMAN@pmd	99246-AGT2_HUMAN@ec
68778-OAT_HUMAN@pmd	99245-AGT2_HUMAN@ec
68778-OAT_HUMAN@pmd	99247-AGT2_HUMAN@ec
68778-OAT_HUMAN@pmd	99234-AGT2_HUMAN@ec
68778-OAT_HUMAN@pmd	99235-AGT2_HUMAN@ec
68778-OAT_HUMAN@pmd	99236-AGT2_HUMAN@ec
68778-OAT_HUMAN@pmd	99237-AGT2_HUMAN@ec
68778-OAT_HUMAN@pmd	99238-AGT2_HUMAN@ec
68778-OAT_HUMAN@pmd	99239-AGT2_HUMAN@ec
68778-OAT_HUMAN@pmd	99240-AGT2_HUMAN@ec
68778-OAT_HUMAN@pmd	99241-AGT2_HUMAN@ec
68778-OAT_HUMAN@pmd	99242-AGT2_HUMAN@ec
68778-OAT_HUMAN@pmd	99243-AGT2_HUMAN@ec
68778-OAT_HUMAN@pmd	99244-AGT2_HUMAN@ec
68857-ONCM_HUMAN@pmd	68857-ONCM_HUMAN@pmd
68857-ONCM_HUMAN@pmd	68847-ONCM_HUMAN@pmd
68857-ONCM_HUMAN@pmd	68848-ONCM_HUMAN@pmd
68857-ONCM_HUMAN@pmd	68849-ONCM_HUMAN@pmd
68857-ONCM_HUMAN@pmd	68850-ONCM_HUMAN@pmd
68857-ONCM_HUMAN@pmd	68851-ONCM_HUMAN@pmd
68857-ONCM_HUMAN@pmd	68852-ONCM_HUMAN@pmd
68857-ONCM_HUMAN@pmd	68853-ONCM_HUMAN@pmd
68857-ONCM_HUMAN@pmd	68854-ONCM_HUMAN@pmd
68857-ONCM_HUMAN@pmd	68855-ONCM_HUMAN@pmd
68857-ONCM_HUMAN@pmd	68856-ONCM_HUMAN@pmd
68960-GCR_HUMAN@pmd	68960-GCR_HUMAN@pmd
68960-GCR_HUMAN@pmd	68961-GCR_HUMAN@pmd
68960-GCR_HUMAN@pmd	68962-GCR_HUMAN@pmd
68960-GCR_HUMAN@pmd	68963-GCR_HUMAN@pmd
68960-GCR_HUMAN@pmd	68964-GCR_HUMAN@pmd
68960-GCR_HUMAN@pmd	68965-GCR_HUMAN@pmd
68960-GCR_HUMAN@pmd	68966-GCR_HUMAN@pmd
68960-GCR_HUMAN@pmd	68967-GCR_HUMAN@pmd
68960-GCR_HUMAN@pmd	68968-GCR_HUMAN@pmd
68960-GCR_HUMAN@pmd	68969-GCR_HUMAN@pmd
68960-GCR_HUMAN@pmd	68970-GCR_HUMAN@pmd
68960-GCR_HUMAN@pmd	68971-GCR_HUMAN@pmd
68960-GCR_HUMAN@pmd	68972-GCR_HUMAN@pmd
68960-GCR_HUMAN@pmd	68973-GCR_HUMAN@pmd
68960-GCR_HUMAN@pmd	68942-GCR_HUMAN@pmd
68960-GCR_HUMAN@pmd	68974-GCR_HUMAN@pmd
68960-GCR_HUMAN@pmd	68943-GCR_HUMAN@pmd
68960-GCR_HUMAN@pmd	68975-GCR_HUMAN@pmd
68960-GCR_HUMAN@pmd	68944-GCR_HUMAN@pmd
68960-GCR_HUMAN@pmd	68976-GCR_HUMAN@pmd
68960-GCR_HUMAN@pmd	68945-GCR_HUMAN@pmd
68960-GCR_HUMAN@pmd	68977-GCR_HUMAN@pmd
68960-GCR_HUMAN@pmd	68946-GCR_HUMAN@pmd
68960-GCR_HUMAN@pmd	68978-GCR_HUMAN@pmd
68960-GCR_HUMAN@pmd	68947-GCR_HUMAN@pmd
68960-GCR_HUMAN@pmd	68979-GCR_HUMAN@pmd
68960-GCR_HUMAN@pmd	68948-GCR_HUMAN@pmd
68960-GCR_HUMAN@pmd	68980-GCR_HUMAN@pmd
68960-GCR_HUMAN@pmd	68949-GCR_HUMAN@pmd
68960-GCR_HUMAN@pmd	68981-GCR_HUMAN@pmd
68960-GCR_HUMAN@pmd	68950-GCR_HUMAN@pmd
68960-GCR_HUMAN@pmd	68982-GCR_HUMAN@pmd
68960-GCR_HUMAN@pmd	68951-GCR_HUMAN@pmd
68960-GCR_HUMAN@pmd	68983-GCR_HUMAN@pmd
68960-GCR_HUMAN@pmd	68952-GCR_HUMAN@pmd
68960-GCR_HUMAN@pmd	68984-GCR_HUMAN@pmd
68960-GCR_HUMAN@pmd	68953-GCR_HUMAN@pmd
68960-GCR_HUMAN@pmd	68985-GCR_HUMAN@pmd
68960-GCR_HUMAN@pmd	68954-GCR_HUMAN@pmd
68960-GCR_HUMAN@pmd	68986-GCR_HUMAN@pmd
68960-GCR_HUMAN@pmd	68955-GCR_HUMAN@pmd
68960-GCR_HUMAN@pmd	68956-GCR_HUMAN@pmd
68960-GCR_HUMAN@pmd	68957-GCR_HUMAN@pmd
68960-GCR_HUMAN@pmd	68958-GCR_HUMAN@pmd
68960-GCR_HUMAN@pmd	68959-GCR_HUMAN@pmd
69110-3BHS2_HUMAN@pmd	69110-3BHS2_HUMAN@pmd
69110-3BHS2_HUMAN@pmd	69111-3BHS2_HUMAN@pmd
69110-3BHS2_HUMAN@pmd	69112-3BHS2_HUMAN@pmd
69110-3BHS2_HUMAN@pmd	69113-3BHS2_HUMAN@pmd
69110-3BHS2_HUMAN@pmd	69114-3BHS2_HUMAN@pmd
69110-3BHS2_HUMAN@pmd	69115-3BHS2_HUMAN@pmd
69110-3BHS2_HUMAN@pmd	36856-3BHS1_HUMAN@pmd
69110-3BHS2_HUMAN@pmd	69116-3BHS2_HUMAN@pmd
69110-3BHS2_HUMAN@pmd	36857-3BHS1_HUMAN@pmd
69110-3BHS2_HUMAN@pmd	69117-3BHS2_HUMAN@pmd
69110-3BHS2_HUMAN@pmd	69118-3BHS2_HUMAN@pmd
69110-3BHS2_HUMAN@pmd	69095-3BHS2_HUMAN@pmd
69110-3BHS2_HUMAN@pmd	69096-3BHS2_HUMAN@pmd
69110-3BHS2_HUMAN@pmd	69097-3BHS2_HUMAN@pmd
69110-3BHS2_HUMAN@pmd	69098-3BHS2_HUMAN@pmd
69110-3BHS2_HUMAN@pmd	69099-3BHS2_HUMAN@pmd
69110-3BHS2_HUMAN@pmd	69100-3BHS2_HUMAN@pmd
69110-3BHS2_HUMAN@pmd	69101-3BHS2_HUMAN@pmd
69110-3BHS2_HUMAN@pmd	69102-3BHS2_HUMAN@pmd
69110-3BHS2_HUMAN@pmd	69103-3BHS2_HUMAN@pmd
69110-3BHS2_HUMAN@pmd	69104-3BHS2_HUMAN@pmd
69110-3BHS2_HUMAN@pmd	69105-3BHS2_HUMAN@pmd
69110-3BHS2_HUMAN@pmd	69106-3BHS2_HUMAN@pmd
69110-3BHS2_HUMAN@pmd	69107-3BHS2_HUMAN@pmd
69110-3BHS2_HUMAN@pmd	69108-3BHS2_HUMAN@pmd
69110-3BHS2_HUMAN@pmd	69109-3BHS2_HUMAN@pmd
74496-ICMT_HUMAN@ec	74496-ICMT_HUMAN@ec
74496-ICMT_HUMAN@ec	74497-ICMT_HUMAN@ec
74496-ICMT_HUMAN@ec	74498-ICMT_HUMAN@ec
74496-ICMT_HUMAN@ec	74499-ICMT_HUMAN@ec
74496-ICMT_HUMAN@ec	74500-ICMT_HUMAN@ec
74496-ICMT_HUMAN@ec	74501-ICMT_HUMAN@ec
74496-ICMT_HUMAN@ec	74502-ICMT_HUMAN@ec
74496-ICMT_HUMAN@ec	74489-ICMT_HUMAN@ec
74496-ICMT_HUMAN@ec	74490-ICMT_HUMAN@ec
74496-ICMT_HUMAN@ec	74491-ICMT_HUMAN@ec
74496-ICMT_HUMAN@ec	74492-ICMT_HUMAN@ec
74496-ICMT_HUMAN@ec	74493-ICMT_HUMAN@ec
74496-ICMT_HUMAN@ec	74494-ICMT_HUMAN@ec
74496-ICMT_HUMAN@ec	74495-ICMT_HUMAN@ec
74810-POT1_HUMAN@ec	74810-POT1_HUMAN@ec
74810-POT1_HUMAN@ec	74811-POT1_HUMAN@ec
74810-POT1_HUMAN@ec	74812-POT1_HUMAN@ec
74810-POT1_HUMAN@ec	74813-POT1_HUMAN@ec
74810-POT1_HUMAN@ec	74814-POT1_HUMAN@ec
74810-POT1_HUMAN@ec	74815-POT1_HUMAN@ec
74810-POT1_HUMAN@ec	74816-POT1_HUMAN@ec
74810-POT1_HUMAN@ec	74817-POT1_HUMAN@ec
74810-POT1_HUMAN@ec	74818-POT1_HUMAN@ec
74810-POT1_HUMAN@ec	74819-POT1_HUMAN@ec
74810-POT1_HUMAN@ec	74820-POT1_HUMAN@ec
74810-POT1_HUMAN@ec	74821-POT1_HUMAN@ec
74810-POT1_HUMAN@ec	74822-POT1_HUMAN@ec
74810-POT1_HUMAN@ec	74823-POT1_HUMAN@ec
74810-POT1_HUMAN@ec	74824-POT1_HUMAN@ec
74810-POT1_HUMAN@ec	74804-POT1_HUMAN@ec
74810-POT1_HUMAN@ec	74805-POT1_HUMAN@ec
74810-POT1_HUMAN@ec	74806-POT1_HUMAN@ec
74810-POT1_HUMAN@ec	74807-POT1_HUMAN@ec
74810-POT1_HUMAN@ec	74808-POT1_HUMAN@ec
74810-POT1_HUMAN@ec	74809-POT1_HUMAN@ec
74984-FOLC_HUMAN@ec	74984-FOLC_HUMAN@ec
74984-FOLC_HUMAN@ec	74985-FOLC_HUMAN@ec
74984-FOLC_HUMAN@ec	74986-FOLC_HUMAN@ec
74984-FOLC_HUMAN@ec	74987-FOLC_HUMAN@ec
74984-FOLC_HUMAN@ec	74975-FOLC_HUMAN@ec
74984-FOLC_HUMAN@ec	74976-FOLC_HUMAN@ec
74984-FOLC_HUMAN@ec	74977-FOLC_HUMAN@ec
74984-FOLC_HUMAN@ec	74978-FOLC_HUMAN@ec
74984-FOLC_HUMAN@ec	74979-FOLC_HUMAN@ec
74984-FOLC_HUMAN@ec	74980-FOLC_HUMAN@ec
74984-FOLC_HUMAN@ec	74981-FOLC_HUMAN@ec
74984-FOLC_HUMAN@ec	74982-FOLC_HUMAN@ec
74984-FOLC_HUMAN@ec	74983-FOLC_HUMAN@ec
75203-MDP1_HUMAN@ec	75203-MDP1_HUMAN@ec
75203-MDP1_HUMAN@ec	75204-MDP1_HUMAN@ec
75203-MDP1_HUMAN@ec	75205-MDP1_HUMAN@ec
75203-MDP1_HUMAN@ec	75206-MDP1_HUMAN@ec
75203-MDP1_HUMAN@ec	75207-MDP1_HUMAN@ec
75203-MDP1_HUMAN@ec	75208-MDP1_HUMAN@ec
75203-MDP1_HUMAN@ec	75209-MDP1_HUMAN@ec
75203-MDP1_HUMAN@ec	75210-MDP1_HUMAN@ec
75203-MDP1_HUMAN@ec	75211-MDP1_HUMAN@ec
75203-MDP1_HUMAN@ec	75212-MDP1_HUMAN@ec
75203-MDP1_HUMAN@ec	75213-MDP1_HUMAN@ec
75203-MDP1_HUMAN@ec	75214-MDP1_HUMAN@ec
75203-MDP1_HUMAN@ec	75215-MDP1_HUMAN@ec
75203-MDP1_HUMAN@ec	75216-MDP1_HUMAN@ec
75203-MDP1_HUMAN@ec	75217-MDP1_HUMAN@ec
75203-MDP1_HUMAN@ec	75218-MDP1_HUMAN@ec
75203-MDP1_HUMAN@ec	75219-MDP1_HUMAN@ec
75203-MDP1_HUMAN@ec	75220-MDP1_HUMAN@ec
75203-MDP1_HUMAN@ec	75221-MDP1_HUMAN@ec
75203-MDP1_HUMAN@ec	75196-MDP1_HUMAN@ec
75203-MDP1_HUMAN@ec	75197-MDP1_HUMAN@ec
75203-MDP1_HUMAN@ec	75198-MDP1_HUMAN@ec
75203-MDP1_HUMAN@ec	75199-MDP1_HUMAN@ec
75203-MDP1_HUMAN@ec	75200-MDP1_HUMAN@ec
75203-MDP1_HUMAN@ec	75201-MDP1_HUMAN@ec
75203-MDP1_HUMAN@ec	75202-MDP1_HUMAN@ec
75324-NRDC_HUMAN@ec	75324-NRDC_HUMAN@ec
75324-NRDC_HUMAN@ec	75325-NRDC_HUMAN@ec
75324-NRDC_HUMAN@ec	75326-NRDC_HUMAN@ec
75324-NRDC_HUMAN@ec	75327-NRDC_HUMAN@ec
75324-NRDC_HUMAN@ec	75328-NRDC_HUMAN@ec
75324-NRDC_HUMAN@ec	75329-NRDC_HUMAN@ec
75324-NRDC_HUMAN@ec	75330-NRDC_HUMAN@ec
75324-NRDC_HUMAN@ec	75331-NRDC_HUMAN@ec
75324-NRDC_HUMAN@ec	75332-NRDC_HUMAN@ec
75324-NRDC_HUMAN@ec	75333-NRDC_HUMAN@ec
75324-NRDC_HUMAN@ec	75334-NRDC_HUMAN@ec
75324-NRDC_HUMAN@ec	75311-NRDC_HUMAN@ec
75324-NRDC_HUMAN@ec	75312-NRDC_HUMAN@ec
75324-NRDC_HUMAN@ec	75313-NRDC_HUMAN@ec
75324-NRDC_HUMAN@ec	75314-NRDC_HUMAN@ec
75324-NRDC_HUMAN@ec	75315-NRDC_HUMAN@ec
75324-NRDC_HUMAN@ec	75316-NRDC_HUMAN@ec
75324-NRDC_HUMAN@ec	75317-NRDC_HUMAN@ec
75324-NRDC_HUMAN@ec	75318-NRDC_HUMAN@ec
75324-NRDC_HUMAN@ec	75319-NRDC_HUMAN@ec
75324-NRDC_HUMAN@ec	75320-NRDC_HUMAN@ec
75324-NRDC_HUMAN@ec	75321-NRDC_HUMAN@ec
75324-NRDC_HUMAN@ec	75322-NRDC_HUMAN@ec
75324-NRDC_HUMAN@ec	75323-NRDC_HUMAN@ec
75485-M2A1_HUMAN@ec	75485-M2A1_HUMAN@ec
75485-M2A1_HUMAN@ec	75486-M2A1_HUMAN@ec
75485-M2A1_HUMAN@ec	75487-M2A1_HUMAN@ec
75485-M2A1_HUMAN@ec	75488-M2A1_HUMAN@ec
75485-M2A1_HUMAN@ec	75489-M2A1_HUMAN@ec
75485-M2A1_HUMAN@ec	75490-M2A1_HUMAN@ec
75485-M2A1_HUMAN@ec	75491-M2A1_HUMAN@ec
75485-M2A1_HUMAN@ec	75492-M2A1_HUMAN@ec
75485-M2A1_HUMAN@ec	75493-M2A1_HUMAN@ec
75485-M2A1_HUMAN@ec	75494-M2A1_HUMAN@ec
75485-M2A1_HUMAN@ec	75495-M2A1_HUMAN@ec
75485-M2A1_HUMAN@ec	75496-M2A1_HUMAN@ec
75485-M2A1_HUMAN@ec	75497-M2A1_HUMAN@ec
75485-M2A1_HUMAN@ec	75498-M2A1_HUMAN@ec
75485-M2A1_HUMAN@ec	75499-M2A1_HUMAN@ec
75485-M2A1_HUMAN@ec	75500-M2A1_HUMAN@ec
75485-M2A1_HUMAN@ec	75501-M2A1_HUMAN@ec
75485-M2A1_HUMAN@ec	75502-M2A1_HUMAN@ec
75485-M2A1_HUMAN@ec	75503-M2A1_HUMAN@ec
75485-M2A1_HUMAN@ec	75504-M2A1_HUMAN@ec
75485-M2A1_HUMAN@ec	75505-M2A1_HUMAN@ec
75485-M2A1_HUMAN@ec	75506-M2A1_HUMAN@ec
75485-M2A1_HUMAN@ec	75507-M2A1_HUMAN@ec
75485-M2A1_HUMAN@ec	75508-M2A1_HUMAN@ec
75485-M2A1_HUMAN@ec	75509-M2A1_HUMAN@ec
75485-M2A1_HUMAN@ec	75510-M2A1_HUMAN@ec
75485-M2A1_HUMAN@ec	75511-M2A1_HUMAN@ec
75485-M2A1_HUMAN@ec	75512-M2A1_HUMAN@ec
75485-M2A1_HUMAN@ec	75513-M2A1_HUMAN@ec
75485-M2A1_HUMAN@ec	75514-M2A1_HUMAN@ec
75485-M2A1_HUMAN@ec	75483-M2A1_HUMAN@ec
75485-M2A1_HUMAN@ec	75515-M2A1_HUMAN@ec
75485-M2A1_HUMAN@ec	75484-M2A1_HUMAN@ec
75695-KHK_HUMAN@ec	75695-KHK_HUMAN@ec
75695-KHK_HUMAN@ec	75696-KHK_HUMAN@ec
75695-KHK_HUMAN@ec	75697-KHK_HUMAN@ec
75695-KHK_HUMAN@ec	75698-KHK_HUMAN@ec
75695-KHK_HUMAN@ec	75699-KHK_HUMAN@ec
75695-KHK_HUMAN@ec	75700-KHK_HUMAN@ec
75695-KHK_HUMAN@ec	75701-KHK_HUMAN@ec
75695-KHK_HUMAN@ec	75702-KHK_HUMAN@ec
75695-KHK_HUMAN@ec	75694-KHK_HUMAN@ec
75734-CSD_HUMAN@ec	75734-CSD_HUMAN@ec
75734-CSD_HUMAN@ec	75735-CSD_HUMAN@ec
75734-CSD_HUMAN@ec	75736-CSD_HUMAN@ec
75734-CSD_HUMAN@ec	75737-CSD_HUMAN@ec
75734-CSD_HUMAN@ec	75738-CSD_HUMAN@ec
75734-CSD_HUMAN@ec	75739-CSD_HUMAN@ec
75734-CSD_HUMAN@ec	75740-CSD_HUMAN@ec
75734-CSD_HUMAN@ec	75741-CSD_HUMAN@ec
75734-CSD_HUMAN@ec	75742-CSD_HUMAN@ec
75734-CSD_HUMAN@ec	75743-CSD_HUMAN@ec
75734-CSD_HUMAN@ec	75744-CSD_HUMAN@ec
75734-CSD_HUMAN@ec	75745-CSD_HUMAN@ec
75734-CSD_HUMAN@ec	75746-CSD_HUMAN@ec
75734-CSD_HUMAN@ec	75747-CSD_HUMAN@ec
75734-CSD_HUMAN@ec	75748-CSD_HUMAN@ec
75734-CSD_HUMAN@ec	75749-CSD_HUMAN@ec
75734-CSD_HUMAN@ec	75750-CSD_HUMAN@ec
75734-CSD_HUMAN@ec	75751-CSD_HUMAN@ec
75734-CSD_HUMAN@ec	75752-CSD_HUMAN@ec
75734-CSD_HUMAN@ec	75733-CSD_HUMAN@ec
75823-FUT1_HUMAN@ec	75823-FUT1_HUMAN@ec
75823-FUT1_HUMAN@ec	75824-FUT1_HUMAN@ec
75823-FUT1_HUMAN@ec	75825-FUT1_HUMAN@ec
75823-FUT1_HUMAN@ec	75801-FUT1_HUMAN@ec
75823-FUT1_HUMAN@ec	75802-FUT1_HUMAN@ec
75823-FUT1_HUMAN@ec	75803-FUT1_HUMAN@ec
75823-FUT1_HUMAN@ec	75804-FUT1_HUMAN@ec
75823-FUT1_HUMAN@ec	75805-FUT1_HUMAN@ec
75823-FUT1_HUMAN@ec	75806-FUT1_HUMAN@ec
75823-FUT1_HUMAN@ec	75807-FUT1_HUMAN@ec
75823-FUT1_HUMAN@ec	75808-FUT1_HUMAN@ec
75823-FUT1_HUMAN@ec	75809-FUT1_HUMAN@ec
75823-FUT1_HUMAN@ec	75810-FUT1_HUMAN@ec
75823-FUT1_HUMAN@ec	75811-FUT1_HUMAN@ec
75823-FUT1_HUMAN@ec	75812-FUT1_HUMAN@ec
75823-FUT1_HUMAN@ec	75813-FUT1_HUMAN@ec
75823-FUT1_HUMAN@ec	75814-FUT1_HUMAN@ec
75823-FUT1_HUMAN@ec	75815-FUT1_HUMAN@ec
75823-FUT1_HUMAN@ec	75816-FUT1_HUMAN@ec
75823-FUT1_HUMAN@ec	75817-FUT1_HUMAN@ec
75823-FUT1_HUMAN@ec	75818-FUT1_HUMAN@ec
75823-FUT1_HUMAN@ec	75819-FUT1_HUMAN@ec
75823-FUT1_HUMAN@ec	75820-FUT1_HUMAN@ec
75823-FUT1_HUMAN@ec	75821-FUT1_HUMAN@ec
75823-FUT1_HUMAN@ec	75822-FUT1_HUMAN@ec
76174-GATM_HUMAN@ec	76174-GATM_HUMAN@ec
76174-GATM_HUMAN@ec	76175-GATM_HUMAN@ec
76174-GATM_HUMAN@ec	76176-GATM_HUMAN@ec
76174-GATM_HUMAN@ec	76177-GATM_HUMAN@ec
76174-GATM_HUMAN@ec	76178-GATM_HUMAN@ec
76174-GATM_HUMAN@ec	76179-GATM_HUMAN@ec
76174-GATM_HUMAN@ec	76180-GATM_HUMAN@ec
76174-GATM_HUMAN@ec	76181-GATM_HUMAN@ec
76174-GATM_HUMAN@ec	36963-GATM_HUMAN@pmd
76174-GATM_HUMAN@ec	76182-GATM_HUMAN@ec
76174-GATM_HUMAN@ec	36964-GATM_HUMAN@pmd
76174-GATM_HUMAN@ec	76183-GATM_HUMAN@ec
76174-GATM_HUMAN@ec	36965-GATM_HUMAN@pmd
76174-GATM_HUMAN@ec	76184-GATM_HUMAN@ec
76174-GATM_HUMAN@ec	36966-GATM_HUMAN@pmd
76174-GATM_HUMAN@ec	76185-GATM_HUMAN@ec
76174-GATM_HUMAN@ec	36967-GATM_HUMAN@pmd
76174-GATM_HUMAN@ec	36968-GATM_HUMAN@pmd
76174-GATM_HUMAN@ec	36969-GATM_HUMAN@pmd
76174-GATM_HUMAN@ec	76167-GATM_HUMAN@ec
76174-GATM_HUMAN@ec	76168-GATM_HUMAN@ec
76174-GATM_HUMAN@ec	76169-GATM_HUMAN@ec
76174-GATM_HUMAN@ec	76170-GATM_HUMAN@ec
76174-GATM_HUMAN@ec	76171-GATM_HUMAN@ec
76174-GATM_HUMAN@ec	76172-GATM_HUMAN@ec
76174-GATM_HUMAN@ec	76173-GATM_HUMAN@ec
76322-UB5A_HUMAN@ec	76322-UB5A_HUMAN@ec
76322-UB5A_HUMAN@ec	76313-UB5A_HUMAN@ec
76322-UB5A_HUMAN@ec	76314-UB5A_HUMAN@ec
76322-UB5A_HUMAN@ec	76315-UB5A_HUMAN@ec
76322-UB5A_HUMAN@ec	76316-UB5A_HUMAN@ec
76322-UB5A_HUMAN@ec	76317-UB5A_HUMAN@ec
76322-UB5A_HUMAN@ec	76318-UB5A_HUMAN@ec
76322-UB5A_HUMAN@ec	76319-UB5A_HUMAN@ec
76322-UB5A_HUMAN@ec	76320-UB5A_HUMAN@ec
76322-UB5A_HUMAN@ec	76321-UB5A_HUMAN@ec
76642-PECI_HUMAN@ec	76642-PECI_HUMAN@ec
76642-PECI_HUMAN@ec	76643-PECI_HUMAN@ec
76642-PECI_HUMAN@ec	76644-PECI_HUMAN@ec
76642-PECI_HUMAN@ec	76645-PECI_HUMAN@ec
76642-PECI_HUMAN@ec	76646-PECI_HUMAN@ec
76642-PECI_HUMAN@ec	76647-PECI_HUMAN@ec
76642-PECI_HUMAN@ec	76648-PECI_HUMAN@ec
76642-PECI_HUMAN@ec	76640-PECI_HUMAN@ec
76642-PECI_HUMAN@ec	76641-PECI_HUMAN@ec
76923-CAG2_HUMAN@ec	76923-CAG2_HUMAN@ec
76923-CAG2_HUMAN@ec	76924-CAG2_HUMAN@ec
76923-CAG2_HUMAN@ec	76925-CAG2_HUMAN@ec
76923-CAG2_HUMAN@ec	76926-CAG2_HUMAN@ec
76923-CAG2_HUMAN@ec	76927-CAG2_HUMAN@ec
76923-CAG2_HUMAN@ec	76928-CAG2_HUMAN@ec
76923-CAG2_HUMAN@ec	76929-CAG2_HUMAN@ec
76923-CAG2_HUMAN@ec	76930-CAG2_HUMAN@ec
76923-CAG2_HUMAN@ec	76931-CAG2_HUMAN@ec
76923-CAG2_HUMAN@ec	76932-CAG2_HUMAN@ec
76923-CAG2_HUMAN@ec	76933-CAG2_HUMAN@ec
76923-CAG2_HUMAN@ec	76934-CAG2_HUMAN@ec
76923-CAG2_HUMAN@ec	76935-CAG2_HUMAN@ec
76923-CAG2_HUMAN@ec	76911-CAG2_HUMAN@ec
76923-CAG2_HUMAN@ec	76912-CAG2_HUMAN@ec
76923-CAG2_HUMAN@ec	76913-CAG2_HUMAN@ec
76923-CAG2_HUMAN@ec	76914-CAG2_HUMAN@ec
76923-CAG2_HUMAN@ec	76915-CAG2_HUMAN@ec
76923-CAG2_HUMAN@ec	76916-CAG2_HUMAN@ec
76923-CAG2_HUMAN@ec	76917-CAG2_HUMAN@ec
76923-CAG2_HUMAN@ec	76918-CAG2_HUMAN@ec
76923-CAG2_HUMAN@ec	76919-CAG2_HUMAN@ec
76923-CAG2_HUMAN@ec	76920-CAG2_HUMAN@ec
76923-CAG2_HUMAN@ec	76921-CAG2_HUMAN@ec
76923-CAG2_HUMAN@ec	76922-CAG2_HUMAN@ec
76976-PHL1_HUMAN@ec	76976-PHL1_HUMAN@ec
76976-PHL1_HUMAN@ec	76977-PHL1_HUMAN@ec
76976-PHL1_HUMAN@ec	76978-PHL1_HUMAN@ec
76976-PHL1_HUMAN@ec	76979-PHL1_HUMAN@ec
76976-PHL1_HUMAN@ec	76980-PHL1_HUMAN@ec
76976-PHL1_HUMAN@ec	76981-PHL1_HUMAN@ec
76976-PHL1_HUMAN@ec	76982-PHL1_HUMAN@ec
76976-PHL1_HUMAN@ec	76983-PHL1_HUMAN@ec
76976-PHL1_HUMAN@ec	76984-PHL1_HUMAN@ec
76976-PHL1_HUMAN@ec	76985-PHL1_HUMAN@ec
76976-PHL1_HUMAN@ec	76986-PHL1_HUMAN@ec
76976-PHL1_HUMAN@ec	76987-PHL1_HUMAN@ec
76976-PHL1_HUMAN@ec	76988-PHL1_HUMAN@ec
76976-PHL1_HUMAN@ec	76957-PHL1_HUMAN@ec
76976-PHL1_HUMAN@ec	76989-PHL1_HUMAN@ec
76976-PHL1_HUMAN@ec	76958-PHL1_HUMAN@ec
76976-PHL1_HUMAN@ec	76990-PHL1_HUMAN@ec
76976-PHL1_HUMAN@ec	76959-PHL1_HUMAN@ec
76976-PHL1_HUMAN@ec	76991-PHL1_HUMAN@ec
76976-PHL1_HUMAN@ec	76960-PHL1_HUMAN@ec
76976-PHL1_HUMAN@ec	76992-PHL1_HUMAN@ec
76976-PHL1_HUMAN@ec	76961-PHL1_HUMAN@ec
76976-PHL1_HUMAN@ec	76993-PHL1_HUMAN@ec
76976-PHL1_HUMAN@ec	76962-PHL1_HUMAN@ec
76976-PHL1_HUMAN@ec	76963-PHL1_HUMAN@ec
76976-PHL1_HUMAN@ec	76964-PHL1_HUMAN@ec
76976-PHL1_HUMAN@ec	76965-PHL1_HUMAN@ec
76976-PHL1_HUMAN@ec	76966-PHL1_HUMAN@ec
76976-PHL1_HUMAN@ec	76967-PHL1_HUMAN@ec
76976-PHL1_HUMAN@ec	76968-PHL1_HUMAN@ec
76976-PHL1_HUMAN@ec	76969-PHL1_HUMAN@ec
76976-PHL1_HUMAN@ec	76970-PHL1_HUMAN@ec
76976-PHL1_HUMAN@ec	76971-PHL1_HUMAN@ec
76976-PHL1_HUMAN@ec	76972-PHL1_HUMAN@ec
76976-PHL1_HUMAN@ec	76973-PHL1_HUMAN@ec
76976-PHL1_HUMAN@ec	76974-PHL1_HUMAN@ec
76976-PHL1_HUMAN@ec	76975-PHL1_HUMAN@ec
