cluster_representative	cluster_component
73257-A993980@direct2	45454-VANA_ENTFC@pmd
73257-A993980@direct2	45455-VANA_ENTFC@pmd
73257-A993980@direct2	45456-VANA_ENTFC@pmd
73257-A993980@direct2	45457-VANA_ENTFC@pmd
73257-A993980@direct2	45458-VANA_ENTFC@pmd
73257-A993980@direct2	45459-VANA_ENTFC@pmd
73257-A993980@direct2	45460-VANA_ENTFC@pmd
73257-A993980@direct2	45461-VANA_ENTFC@pmd
73257-A993980@direct2	7625-CEECDL@yana
73257-A993980@direct2	90240-DDLB_ECO57@ec
73257-A993980@direct2	90241-DDLB_ECO57@ec
73257-A993980@direct2	90242-DDLB_ECO57@ec
73257-A993980@direct2	90243-DDLB_ECO57@ec
73257-A993980@direct2	90244-DDLB_ECO57@ec
73257-A993980@direct2	90245-DDLB_ECO57@ec
73257-A993980@direct2	90246-DDLB_ECO57@ec
73257-A993980@direct2	90247-DDLB_ECO57@ec
73257-A993980@direct2	90248-DDLB_ECO57@ec
73257-A993980@direct2	90249-DDLB_ECO57@ec
73257-A993980@direct2	7626-CEECDL@yana
73257-A993980@direct2	90250-DDLB_ECO57@ec
73257-A993980@direct2	7627-CEECDL@yana
73257-A993980@direct2	90251-DDLB_ECO57@ec
73257-A993980@direct2	7628-CEECDL@yana
73257-A993980@direct2	90252-DDLB_ECO57@ec
73257-A993980@direct2	7629-CEECDL@yana
73257-A993980@direct2	90253-DDLB_ECO57@ec
73257-A993980@direct2	7630-CEECDL@yana
73257-A993980@direct2	90254-DDLB_ECO57@ec
73257-A993980@direct2	7631-CEECDL@yana
73257-A993980@direct2	90255-DDLB_ECO57@ec
73257-A993980@direct2	7632-CEECDL@yana
73257-A993980@direct2	90256-DDLB_ECO57@ec
73257-A993980@direct2	7633-CEECDL@yana
73257-A993980@direct2	90257-DDLB_ECO57@ec
73257-A993980@direct2	7634-CEECDL@yana
73257-A993980@direct2	7635-CEECDL@yana
73257-A993980@direct2	7636-CEECDL@yana
73257-A993980@direct2	7637-CEECDL@yana
73257-A993980@direct2	90238-DDLB_ECO57@ec
73257-A993980@direct2	90239-DDLB_ECO57@ec
73257-A993980@direct2	89876-DDLA_ECOL6@ec
73257-A993980@direct2	89877-DDLA_ECOL6@ec
73257-A993980@direct2	89878-DDLA_ECOL6@ec
73257-A993980@direct2	89879-DDLA_ECOL6@ec
73257-A993980@direct2	89880-DDLA_ECOL6@ec
73257-A993980@direct2	89881-DDLA_ECOL6@ec
73257-A993980@direct2	89882-DDLA_ECOL6@ec
73257-A993980@direct2	89883-DDLA_ECOL6@ec
73257-A993980@direct2	89884-DDLA_ECOL6@ec
73257-A993980@direct2	89885-DDLA_ECOL6@ec
73257-A993980@direct2	89886-DDLA_ECOL6@ec
73257-A993980@direct2	89887-DDLA_ECOL6@ec
74633-CARP_RHIMI@ec	74633-CARP_RHIMI@ec
74633-CARP_RHIMI@ec	72448-A014040@direct1
74633-CARP_RHIMI@ec	56769-CARP_RHIPU@pmd
74633-CARP_RHIMI@ec	72449-A014040@direct1
74633-CARP_RHIMI@ec	56770-CARP_RHIPU@pmd
74633-CARP_RHIMI@ec	72450-A014040@direct1
74633-CARP_RHIMI@ec	56771-CARP_RHIPU@pmd
74633-CARP_RHIMI@ec	72451-A014040@direct1
74633-CARP_RHIMI@ec	1028-A25767@yana
74633-CARP_RHIMI@ec	56772-CARP_RHIPU@pmd
74633-CARP_RHIMI@ec	72452-A014040@direct1
74633-CARP_RHIMI@ec	1029-A25767@yana
74633-CARP_RHIMI@ec	56773-CARP_RHIPU@pmd
74633-CARP_RHIMI@ec	72453-A014040@direct1
74633-CARP_RHIMI@ec	1030-A25767@yana
74633-CARP_RHIMI@ec	56774-CARP_RHIPU@pmd
74633-CARP_RHIMI@ec	72454-A014040@direct1
74633-CARP_RHIMI@ec	1031-A25767@yana
74633-CARP_RHIMI@ec	1032-A25767@yana
74633-CARP_RHIMI@ec	1033-A25767@yana
74633-CARP_RHIMI@ec	1034-A25767@yana
74633-CARP_RHIMI@ec	74634-CARP_RHIMI@ec
74633-CARP_RHIMI@ec	1035-A25767@yana
74633-CARP_RHIMI@ec	74635-CARP_RHIMI@ec
74633-CARP_RHIMI@ec	1036-A25767@yana
74633-CARP_RHIMI@ec	74636-CARP_RHIMI@ec
74633-CARP_RHIMI@ec	1037-A25767@yana
74633-CARP_RHIMI@ec	74637-CARP_RHIMI@ec
74633-CARP_RHIMI@ec	1038-A25767@yana
74633-CARP_RHIMI@ec	74638-CARP_RHIMI@ec
74633-CARP_RHIMI@ec	1039-A25767@yana
74633-CARP_RHIMI@ec	74639-CARP_RHIMI@ec
74633-CARP_RHIMI@ec	1040-A25767@yana
74633-CARP_RHIMI@ec	74640-CARP_RHIMI@ec
74633-CARP_RHIMI@ec	1041-A25767@yana
74633-CARP_RHIMI@ec	74641-CARP_RHIMI@ec
74633-CARP_RHIMI@ec	1042-A25767@yana
74633-CARP_RHIMI@ec	74642-CARP_RHIMI@ec
74633-CARP_RHIMI@ec	74643-CARP_RHIMI@ec
74633-CARP_RHIMI@ec	74644-CARP_RHIMI@ec
74633-CARP_RHIMI@ec	72445-A014040@direct1
74633-CARP_RHIMI@ec	72446-A014040@direct1
74633-CARP_RHIMI@ec	72447-A014040@direct1
74921-AAC2_ACIBA@ec	74921-AAC2_ACIBA@ec
74921-AAC2_ACIBA@ec	74922-AAC2_ACIBA@ec
74921-AAC2_ACIBA@ec	74923-AAC2_ACIBA@ec
74921-AAC2_ACIBA@ec	74924-AAC2_ACIBA@ec
74921-AAC2_ACIBA@ec	74925-AAC2_ACIBA@ec
74921-AAC2_ACIBA@ec	74926-AAC2_ACIBA@ec
74921-AAC2_ACIBA@ec	74927-AAC2_ACIBA@ec
74921-AAC2_ACIBA@ec	74928-AAC2_ACIBA@ec
74921-AAC2_ACIBA@ec	74929-AAC2_ACIBA@ec
74921-AAC2_ACIBA@ec	74930-AAC2_ACIBA@ec
74921-AAC2_ACIBA@ec	74931-AAC2_ACIBA@ec
74921-AAC2_ACIBA@ec	74932-AAC2_ACIBA@ec
74921-AAC2_ACIBA@ec	76427-AAC7_STRRM@ec
74921-AAC2_ACIBA@ec	76428-AAC7_STRRM@ec
74921-AAC2_ACIBA@ec	76429-AAC7_STRRM@ec
74921-AAC2_ACIBA@ec	76430-AAC7_STRRM@ec
74921-AAC2_ACIBA@ec	76431-AAC7_STRRM@ec
74921-AAC2_ACIBA@ec	76432-AAC7_STRRM@ec
74921-AAC2_ACIBA@ec	76433-AAC7_STRRM@ec
74921-AAC2_ACIBA@ec	76434-AAC7_STRRM@ec
75753-GMP1_HUMAN@ec	75753-GMP1_HUMAN@ec
75753-GMP1_HUMAN@ec	75754-GMP1_HUMAN@ec
75753-GMP1_HUMAN@ec	75755-GMP1_HUMAN@ec
75753-GMP1_HUMAN@ec	75756-GMP1_HUMAN@ec
75753-GMP1_HUMAN@ec	75757-GMP1_HUMAN@ec
75753-GMP1_HUMAN@ec	75758-GMP1_HUMAN@ec
75753-GMP1_HUMAN@ec	75759-GMP1_HUMAN@ec
75753-GMP1_HUMAN@ec	75760-GMP1_HUMAN@ec
75753-GMP1_HUMAN@ec	75761-GMP1_HUMAN@ec
75753-GMP1_HUMAN@ec	11762-432@disease
75753-GMP1_HUMAN@ec	75762-GMP1_HUMAN@ec
75753-GMP1_HUMAN@ec	75763-GMP1_HUMAN@ec
75753-GMP1_HUMAN@ec	75764-GMP1_HUMAN@ec
75753-GMP1_HUMAN@ec	75765-GMP1_HUMAN@ec
75753-GMP1_HUMAN@ec	75766-GMP1_HUMAN@ec
75753-GMP1_HUMAN@ec	75767-GMP1_HUMAN@ec
75753-GMP1_HUMAN@ec	75768-GMP1_HUMAN@ec
75753-GMP1_HUMAN@ec	75769-GMP1_HUMAN@ec
75753-GMP1_HUMAN@ec	75770-GMP1_HUMAN@ec
75753-GMP1_HUMAN@ec	75771-GMP1_HUMAN@ec
75753-GMP1_HUMAN@ec	75772-GMP1_HUMAN@ec
75753-GMP1_HUMAN@ec	75773-GMP1_HUMAN@ec
75753-GMP1_HUMAN@ec	75774-GMP1_HUMAN@ec
75753-GMP1_HUMAN@ec	75775-GMP1_HUMAN@ec
76297-THTP_BOVIN@ec	76297-THTP_BOVIN@ec
76297-THTP_BOVIN@ec	76298-THTP_BOVIN@ec
76297-THTP_BOVIN@ec	76299-THTP_BOVIN@ec
76297-THTP_BOVIN@ec	76300-THTP_BOVIN@ec
76297-THTP_BOVIN@ec	76301-THTP_BOVIN@ec
76297-THTP_BOVIN@ec	76302-THTP_BOVIN@ec
76297-THTP_BOVIN@ec	76303-THTP_BOVIN@ec
76297-THTP_BOVIN@ec	76304-THTP_BOVIN@ec
76297-THTP_BOVIN@ec	76305-THTP_BOVIN@ec
76297-THTP_BOVIN@ec	76306-THTP_BOVIN@ec
76297-THTP_BOVIN@ec	76307-THTP_BOVIN@ec
76297-THTP_BOVIN@ec	76308-THTP_BOVIN@ec
76297-THTP_BOVIN@ec	76309-THTP_BOVIN@ec
76297-THTP_BOVIN@ec	76310-THTP_BOVIN@ec
76297-THTP_BOVIN@ec	76311-THTP_BOVIN@ec
76297-THTP_BOVIN@ec	76312-THTP_BOVIN@ec
77161-HPPK_MYCLE@ec	77161-HPPK_MYCLE@ec
77161-HPPK_MYCLE@ec	77160-HPPK_MYCLE@ec
77353-TDT_AMBME@ec	77353-TDT_AMBME@ec
77353-TDT_AMBME@ec	77354-TDT_AMBME@ec
77353-TDT_AMBME@ec	77355-TDT_AMBME@ec
77353-TDT_AMBME@ec	77356-TDT_AMBME@ec
77353-TDT_AMBME@ec	77357-TDT_AMBME@ec
77353-TDT_AMBME@ec	77358-TDT_AMBME@ec
77353-TDT_AMBME@ec	77359-TDT_AMBME@ec
77353-TDT_AMBME@ec	77360-TDT_AMBME@ec
77353-TDT_AMBME@ec	77361-TDT_AMBME@ec
77353-TDT_AMBME@ec	77362-TDT_AMBME@ec
77353-TDT_AMBME@ec	77363-TDT_AMBME@ec
77353-TDT_AMBME@ec	77364-TDT_AMBME@ec
77353-TDT_AMBME@ec	77365-TDT_AMBME@ec
77353-TDT_AMBME@ec	77366-TDT_AMBME@ec
77353-TDT_AMBME@ec	77367-TDT_AMBME@ec
77353-TDT_AMBME@ec	77368-TDT_AMBME@ec
77353-TDT_AMBME@ec	77369-TDT_AMBME@ec
77353-TDT_AMBME@ec	82554-TDT_BOVIN@ec
77353-TDT_AMBME@ec	68333-TDT_HUMAN@pmd
77353-TDT_AMBME@ec	68334-TDT_HUMAN@pmd
77353-TDT_AMBME@ec	68335-TDT_HUMAN@pmd
77353-TDT_AMBME@ec	68336-TDT_HUMAN@pmd
77353-TDT_AMBME@ec	82553-TDT_BOVIN@ec
77353-TDT_AMBME@ec	82555-TDT_BOVIN@ec
81353-DEOD_BACST@ec	81353-DEOD_BACST@ec
81353-DEOD_BACST@ec	81351-DEOD_BACST@ec
81353-DEOD_BACST@ec	81352-DEOD_BACST@ec
81353-DEOD_BACST@ec	82816-DEOD_ACTPL@ec
81353-DEOD_BACST@ec	82817-DEOD_ACTPL@ec
81353-DEOD_BACST@ec	82798-DEOD_ACTPL@ec
81353-DEOD_BACST@ec	82799-DEOD_ACTPL@ec
81353-DEOD_BACST@ec	74096-A27854@yana
81353-DEOD_BACST@ec	82800-DEOD_ACTPL@ec
81353-DEOD_BACST@ec	82801-DEOD_ACTPL@ec
81353-DEOD_BACST@ec	82802-DEOD_ACTPL@ec
81353-DEOD_BACST@ec	82803-DEOD_ACTPL@ec
81353-DEOD_BACST@ec	82804-DEOD_ACTPL@ec
81353-DEOD_BACST@ec	82805-DEOD_ACTPL@ec
81353-DEOD_BACST@ec	82806-DEOD_ACTPL@ec
81353-DEOD_BACST@ec	82807-DEOD_ACTPL@ec
81353-DEOD_BACST@ec	82808-DEOD_ACTPL@ec
81353-DEOD_BACST@ec	82809-DEOD_ACTPL@ec
81353-DEOD_BACST@ec	82810-DEOD_ACTPL@ec
81353-DEOD_BACST@ec	82811-DEOD_ACTPL@ec
81353-DEOD_BACST@ec	82812-DEOD_ACTPL@ec
81353-DEOD_BACST@ec	82813-DEOD_ACTPL@ec
81353-DEOD_BACST@ec	82814-DEOD_ACTPL@ec
81353-DEOD_BACST@ec	82815-DEOD_ACTPL@ec
81353-DEOD_BACST@ec	75148-DEOD_MYCGE@ec
81353-DEOD_BACST@ec	75147-DEOD_MYCGE@ec
81353-DEOD_BACST@ec	75084-UDP_ECOLI@ec
81353-DEOD_BACST@ec	75083-UDP_ECOLI@ec
81353-DEOD_BACST@ec	75085-UDP_ECOLI@ec
81353-DEOD_BACST@ec	75086-UDP_ECOLI@ec
81353-DEOD_BACST@ec	75087-UDP_ECOLI@ec
81353-DEOD_BACST@ec	75088-UDP_ECOLI@ec
81353-DEOD_BACST@ec	75089-UDP_ECOLI@ec
81353-DEOD_BACST@ec	75090-UDP_ECOLI@ec
81353-DEOD_BACST@ec	75091-UDP_ECOLI@ec
81353-DEOD_BACST@ec	75092-UDP_ECOLI@ec
81353-DEOD_BACST@ec	75093-UDP_ECOLI@ec
81353-DEOD_BACST@ec	75094-UDP_ECOLI@ec
81353-DEOD_BACST@ec	75095-UDP_ECOLI@ec
81353-DEOD_BACST@ec	75096-UDP_ECOLI@ec
81353-DEOD_BACST@ec	75097-UDP_ECOLI@ec
81353-DEOD_BACST@ec	75098-UDP_ECOLI@ec
81993-RBD1_ECOLI@ec	81993-RBD1_ECOLI@ec
81993-RBD1_ECOLI@ec	81994-RBD1_ECOLI@ec
81993-RBD1_ECOLI@ec	81995-RBD1_ECOLI@ec
81993-RBD1_ECOLI@ec	81996-RBD1_ECOLI@ec
81993-RBD1_ECOLI@ec	81997-RBD1_ECOLI@ec
81993-RBD1_ECOLI@ec	81998-RBD1_ECOLI@ec
81993-RBD1_ECOLI@ec	81999-RBD1_ECOLI@ec
81993-RBD1_ECOLI@ec	82000-RBD1_ECOLI@ec
81993-RBD1_ECOLI@ec	82001-RBD1_ECOLI@ec
81993-RBD1_ECOLI@ec	82002-RBD1_ECOLI@ec
81993-RBD1_ECOLI@ec	82003-RBD1_ECOLI@ec
81993-RBD1_ECOLI@ec	82004-RBD1_ECOLI@ec
81993-RBD1_ECOLI@ec	82005-RBD1_ECOLI@ec
81993-RBD1_ECOLI@ec	82006-RBD1_ECOLI@ec
81993-RBD1_ECOLI@ec	82007-RBD1_ECOLI@ec
81993-RBD1_ECOLI@ec	82008-RBD1_ECOLI@ec
81993-RBD1_ECOLI@ec	82009-RBD1_ECOLI@ec
81993-RBD1_ECOLI@ec	82010-RBD1_ECOLI@ec
81993-RBD1_ECOLI@ec	82011-RBD1_ECOLI@ec
84201-HPRT_BACSU@ec	84201-HPRT_BACSU@ec
84201-HPRT_BACSU@ec	84202-HPRT_BACSU@ec
84201-HPRT_BACSU@ec	84203-HPRT_BACSU@ec
84201-HPRT_BACSU@ec	13536-1391@disease
84201-HPRT_BACSU@ec	30432-P00492@humsvar
84201-HPRT_BACSU@ec	81056-HPRT_CHICK@ec
84201-HPRT_BACSU@ec	13537-1391@disease
84201-HPRT_BACSU@ec	30433-P00492@humsvar
84201-HPRT_BACSU@ec	81057-HPRT_CHICK@ec
84201-HPRT_BACSU@ec	13538-1391@disease
84201-HPRT_BACSU@ec	30434-P00492@humsvar
84201-HPRT_BACSU@ec	81058-HPRT_CHICK@ec
84201-HPRT_BACSU@ec	13539-1391@disease
84201-HPRT_BACSU@ec	81059-HPRT_CHICK@ec
84201-HPRT_BACSU@ec	81060-HPRT_CHICK@ec
84201-HPRT_BACSU@ec	13513-1391@disease
84201-HPRT_BACSU@ec	30409-P00492@humsvar
84201-HPRT_BACSU@ec	13514-1391@disease
84201-HPRT_BACSU@ec	30410-P00492@humsvar
84201-HPRT_BACSU@ec	13515-1391@disease
84201-HPRT_BACSU@ec	30411-P00492@humsvar
84201-HPRT_BACSU@ec	13516-1391@disease
84201-HPRT_BACSU@ec	30412-P00492@humsvar
84201-HPRT_BACSU@ec	13517-1391@disease
84201-HPRT_BACSU@ec	30413-P00492@humsvar
84201-HPRT_BACSU@ec	13518-1391@disease
84201-HPRT_BACSU@ec	30414-P00492@humsvar
84201-HPRT_BACSU@ec	13519-1391@disease
84201-HPRT_BACSU@ec	30415-P00492@humsvar
84201-HPRT_BACSU@ec	13520-1391@disease
84201-HPRT_BACSU@ec	30416-P00492@humsvar
84201-HPRT_BACSU@ec	13521-1391@disease
84201-HPRT_BACSU@ec	30417-P00492@humsvar
84201-HPRT_BACSU@ec	13522-1391@disease
84201-HPRT_BACSU@ec	30418-P00492@humsvar
84201-HPRT_BACSU@ec	13523-1391@disease
84201-HPRT_BACSU@ec	30419-P00492@humsvar
84201-HPRT_BACSU@ec	13524-1391@disease
84201-HPRT_BACSU@ec	30420-P00492@humsvar
84201-HPRT_BACSU@ec	13525-1391@disease
84201-HPRT_BACSU@ec	30421-P00492@humsvar
84201-HPRT_BACSU@ec	13526-1391@disease
84201-HPRT_BACSU@ec	30422-P00492@humsvar
84201-HPRT_BACSU@ec	13527-1391@disease
84201-HPRT_BACSU@ec	30423-P00492@humsvar
84201-HPRT_BACSU@ec	81047-HPRT_CHICK@ec
84201-HPRT_BACSU@ec	13528-1391@disease
84201-HPRT_BACSU@ec	30424-P00492@humsvar
84201-HPRT_BACSU@ec	81048-HPRT_CHICK@ec
84201-HPRT_BACSU@ec	13529-1391@disease
84201-HPRT_BACSU@ec	30425-P00492@humsvar
84201-HPRT_BACSU@ec	65625-HPRT_HUMAN@pmd
84201-HPRT_BACSU@ec	81049-HPRT_CHICK@ec
84201-HPRT_BACSU@ec	13530-1391@disease
84201-HPRT_BACSU@ec	30426-P00492@humsvar
84201-HPRT_BACSU@ec	65626-HPRT_HUMAN@pmd
84201-HPRT_BACSU@ec	81050-HPRT_CHICK@ec
84201-HPRT_BACSU@ec	13531-1391@disease
84201-HPRT_BACSU@ec	30427-P00492@humsvar
84201-HPRT_BACSU@ec	65627-HPRT_HUMAN@pmd
84201-HPRT_BACSU@ec	81051-HPRT_CHICK@ec
84201-HPRT_BACSU@ec	13532-1391@disease
84201-HPRT_BACSU@ec	30428-P00492@humsvar
84201-HPRT_BACSU@ec	65628-HPRT_HUMAN@pmd
84201-HPRT_BACSU@ec	81052-HPRT_CHICK@ec
84201-HPRT_BACSU@ec	13533-1391@disease
84201-HPRT_BACSU@ec	30429-P00492@humsvar
84201-HPRT_BACSU@ec	65629-HPRT_HUMAN@pmd
84201-HPRT_BACSU@ec	81053-HPRT_CHICK@ec
84201-HPRT_BACSU@ec	13534-1391@disease
84201-HPRT_BACSU@ec	30430-P00492@humsvar
84201-HPRT_BACSU@ec	65630-HPRT_HUMAN@pmd
84201-HPRT_BACSU@ec	81054-HPRT_CHICK@ec
84201-HPRT_BACSU@ec	13535-1391@disease
84201-HPRT_BACSU@ec	30431-P00492@humsvar
84201-HPRT_BACSU@ec	65631-HPRT_HUMAN@pmd
84201-HPRT_BACSU@ec	81055-HPRT_CHICK@ec
84201-HPRT_BACSU@ec	47910-HGXR_TRIFO@pmd
84201-HPRT_BACSU@ec	47911-HGXR_TRIFO@pmd
84201-HPRT_BACSU@ec	47912-HGXR_TRIFO@pmd
84201-HPRT_BACSU@ec	47913-HGXR_TRIFO@pmd
84201-HPRT_BACSU@ec	47914-HGXR_TRIFO@pmd
84201-HPRT_BACSU@ec	47915-HGXR_TRIFO@pmd
84201-HPRT_BACSU@ec	47916-HGXR_TRIFO@pmd
84201-HPRT_BACSU@ec	47917-HGXR_TRIFO@pmd
84201-HPRT_BACSU@ec	47918-HGXR_TRIFO@pmd
84201-HPRT_BACSU@ec	47919-HGXR_TRIFO@pmd
84201-HPRT_BACSU@ec	47920-HGXR_TRIFO@pmd
84201-HPRT_BACSU@ec	47921-HGXR_TRIFO@pmd
84201-HPRT_BACSU@ec	47922-HGXR_TRIFO@pmd
84201-HPRT_BACSU@ec	47923-HGXR_TRIFO@pmd
84201-HPRT_BACSU@ec	47924-HGXR_TRIFO@pmd
84201-HPRT_BACSU@ec	47925-HGXR_TRIFO@pmd
84201-HPRT_BACSU@ec	96652-HPRT_BUCAI@ec
84201-HPRT_BACSU@ec	71790-A012708@direct1
84201-HPRT_BACSU@ec	71791-A012708@direct1
84201-HPRT_BACSU@ec	71792-A012708@direct1
84201-HPRT_BACSU@ec	71793-A012708@direct1
84201-HPRT_BACSU@ec	71794-A012708@direct1
84201-HPRT_BACSU@ec	71795-A012708@direct1
84201-HPRT_BACSU@ec	71796-A012708@direct1
84457-SELA_CLOPE@ec	84457-SELA_CLOPE@ec
84457-SELA_CLOPE@ec	84458-SELA_CLOPE@ec
84457-SELA_CLOPE@ec	84459-SELA_CLOPE@ec
84457-SELA_CLOPE@ec	84460-SELA_CLOPE@ec
84457-SELA_CLOPE@ec	84461-SELA_CLOPE@ec
84457-SELA_CLOPE@ec	78386-SELA_DESBA@ec
84457-SELA_CLOPE@ec	78387-SELA_DESBA@ec
84457-SELA_CLOPE@ec	78388-SELA_DESBA@ec
84457-SELA_CLOPE@ec	78389-SELA_DESBA@ec
84457-SELA_CLOPE@ec	90497-SELA_ECOL6@ec
84457-SELA_CLOPE@ec	90496-SELA_ECOL6@ec
84457-SELA_CLOPE@ec	90498-SELA_ECOL6@ec
84457-SELA_CLOPE@ec	90499-SELA_ECOL6@ec
84457-SELA_CLOPE@ec	90500-SELA_ECOL6@ec
84457-SELA_CLOPE@ec	90501-SELA_ECOL6@ec
84457-SELA_CLOPE@ec	90502-SELA_ECOL6@ec
84457-SELA_CLOPE@ec	90503-SELA_ECOL6@ec
84457-SELA_CLOPE@ec	90504-SELA_ECOL6@ec
84457-SELA_CLOPE@ec	90505-SELA_ECOL6@ec
84457-SELA_CLOPE@ec	90506-SELA_ECOL6@ec
84457-SELA_CLOPE@ec	90507-SELA_ECOL6@ec
84457-SELA_CLOPE@ec	90508-SELA_ECOL6@ec
84457-SELA_CLOPE@ec	90491-SELA_ECOL6@ec
84457-SELA_CLOPE@ec	90492-SELA_ECOL6@ec
84457-SELA_CLOPE@ec	90493-SELA_ECOL6@ec
84457-SELA_CLOPE@ec	90494-SELA_ECOL6@ec
84457-SELA_CLOPE@ec	90495-SELA_ECOL6@ec
85385-SIA9_HUMAN@ec	85385-SIA9_HUMAN@ec
85385-SIA9_HUMAN@ec	85384-SIA9_HUMAN@ec
85385-SIA9_HUMAN@ec	85386-SIA9_HUMAN@ec
85385-SIA9_HUMAN@ec	85387-SIA9_HUMAN@ec
85385-SIA9_HUMAN@ec	85388-SIA9_HUMAN@ec
85385-SIA9_HUMAN@ec	85389-SIA9_HUMAN@ec
85385-SIA9_HUMAN@ec	85390-SIA9_HUMAN@ec
85385-SIA9_HUMAN@ec	85391-SIA9_HUMAN@ec
85385-SIA9_HUMAN@ec	85392-SIA9_HUMAN@ec
85385-SIA9_HUMAN@ec	20621-Q11203@humsvar
85385-SIA9_HUMAN@ec	20622-Q11203@humsvar
85385-SIA9_HUMAN@ec	90101-SIA6_HUMAN@ec
85385-SIA9_HUMAN@ec	90102-SIA6_HUMAN@ec
85385-SIA9_HUMAN@ec	90103-SIA6_HUMAN@ec
85385-SIA9_HUMAN@ec	90104-SIA6_HUMAN@ec
85385-SIA9_HUMAN@ec	90105-SIA6_HUMAN@ec
85385-SIA9_HUMAN@ec	90106-SIA6_HUMAN@ec
85385-SIA9_HUMAN@ec	90107-SIA6_HUMAN@ec
85385-SIA9_HUMAN@ec	90108-SIA6_HUMAN@ec
85385-SIA9_HUMAN@ec	90109-SIA6_HUMAN@ec
85385-SIA9_HUMAN@ec	76187-SI4A_CHICK@ec
85385-SIA9_HUMAN@ec	76186-SI4A_CHICK@ec
85385-SIA9_HUMAN@ec	76188-SI4A_CHICK@ec
85385-SIA9_HUMAN@ec	76189-SI4A_CHICK@ec
85385-SIA9_HUMAN@ec	76190-SI4A_CHICK@ec
85385-SIA9_HUMAN@ec	76191-SI4A_CHICK@ec
86633-FRE_ECOLI@ec	86633-FRE_ECOLI@ec
86633-FRE_ECOLI@ec	86634-FRE_ECOLI@ec
86633-FRE_ECOLI@ec	86635-FRE_ECOLI@ec
86633-FRE_ECOLI@ec	86636-FRE_ECOLI@ec
86633-FRE_ECOLI@ec	86637-FRE_ECOLI@ec
86633-FRE_ECOLI@ec	86638-FRE_ECOLI@ec
86633-FRE_ECOLI@ec	86639-FRE_ECOLI@ec
86633-FRE_ECOLI@ec	73952-A010653@direct1
86633-FRE_ECOLI@ec	73953-A010653@direct1
86633-FRE_ECOLI@ec	73954-A010653@direct1
86633-FRE_ECOLI@ec	73949-A010653@direct1
86633-FRE_ECOLI@ec	73950-A010653@direct1
86633-FRE_ECOLI@ec	73951-A010653@direct1
86633-FRE_ECOLI@ec	7520-RDHUB5@yana
86633-FRE_ECOLI@ec	14304-2145@disease
86633-FRE_ECOLI@ec	88800-NC5R_BOVIN@ec
86633-FRE_ECOLI@ec	7521-RDHUB5@yana
86633-FRE_ECOLI@ec	14305-2145@disease
86633-FRE_ECOLI@ec	69953-A011457@direct1
86633-FRE_ECOLI@ec	88801-NC5R_BOVIN@ec
86633-FRE_ECOLI@ec	7522-RDHUB5@yana
86633-FRE_ECOLI@ec	69954-A011457@direct1
86633-FRE_ECOLI@ec	88802-NC5R_BOVIN@ec
86633-FRE_ECOLI@ec	7523-RDHUB5@yana
86633-FRE_ECOLI@ec	69955-A011457@direct1
86633-FRE_ECOLI@ec	88803-NC5R_BOVIN@ec
86633-FRE_ECOLI@ec	7524-RDHUB5@yana
86633-FRE_ECOLI@ec	69956-A011457@direct1
86633-FRE_ECOLI@ec	88804-NC5R_BOVIN@ec
86633-FRE_ECOLI@ec	7525-RDHUB5@yana
86633-FRE_ECOLI@ec	69957-A011457@direct1
86633-FRE_ECOLI@ec	88805-NC5R_BOVIN@ec
86633-FRE_ECOLI@ec	7526-RDHUB5@yana
86633-FRE_ECOLI@ec	69958-A011457@direct1
86633-FRE_ECOLI@ec	88806-NC5R_BOVIN@ec
86633-FRE_ECOLI@ec	19303-P00387@humsvar
86633-FRE_ECOLI@ec	88807-NC5R_BOVIN@ec
86633-FRE_ECOLI@ec	19304-P00387@humsvar
86633-FRE_ECOLI@ec	88808-NC5R_BOVIN@ec
86633-FRE_ECOLI@ec	19305-P00387@humsvar
86633-FRE_ECOLI@ec	88809-NC5R_BOVIN@ec
86633-FRE_ECOLI@ec	19306-P00387@humsvar
86633-FRE_ECOLI@ec	88810-NC5R_BOVIN@ec
86633-FRE_ECOLI@ec	88811-NC5R_BOVIN@ec
86633-FRE_ECOLI@ec	332-RDBOB5@yana
86633-FRE_ECOLI@ec	88812-NC5R_BOVIN@ec
86633-FRE_ECOLI@ec	333-RDBOB5@yana
86633-FRE_ECOLI@ec	88813-NC5R_BOVIN@ec
86633-FRE_ECOLI@ec	334-RDBOB5@yana
86633-FRE_ECOLI@ec	88814-NC5R_BOVIN@ec
86633-FRE_ECOLI@ec	335-RDBOB5@yana
86633-FRE_ECOLI@ec	88815-NC5R_BOVIN@ec
86633-FRE_ECOLI@ec	336-RDBOB5@yana
86633-FRE_ECOLI@ec	63856-NCB5R_HUMAN@pmd
86633-FRE_ECOLI@ec	88816-NC5R_BOVIN@ec
86633-FRE_ECOLI@ec	337-RDBOB5@yana
86633-FRE_ECOLI@ec	63857-NCB5R_HUMAN@pmd
86633-FRE_ECOLI@ec	88817-NC5R_BOVIN@ec
86633-FRE_ECOLI@ec	63858-NCB5R_HUMAN@pmd
86633-FRE_ECOLI@ec	63859-NCB5R_HUMAN@pmd
86633-FRE_ECOLI@ec	72376-A011458@direct1
86633-FRE_ECOLI@ec	72377-A011458@direct1
86633-FRE_ECOLI@ec	72378-A011458@direct1
